学科,分层,期刊全称,ISO缩写,2025 JIF,最佳JIF分区,最佳JCI分区,年发文量,易投指数0-5,出版商分组,版面费参考(须官网核实)
TOXICOLOGY,3-Q2,Computational Toxicology,COMPUT TOXICOL,3.1,Q2,Q2,49.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TOXICOLOGY,3-Q2,Toxicological Research,TOXICOL RES-GER,3.3,Q2,Q3,43.0,0,其他,请查期刊官网 Author / Open Access 页面
TOXICOLOGY,3-Q2,MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS,MUTAT RES-GEN TOX EN,2.8,Q2,Q2,43.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TOXICOLOGY,3-Q2,Environmental Pollutants and Bioavailability,ENV POLLUT BIOAVAIL,4.0,Q2,Q2,39.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
TOXICOLOGY,3-Q2,Journal of Environmental Exposure Assessment,J ENVIRON EXPO ASSES,2.7,Q2,Q3,38.0,0,其他,请查期刊官网 Author / Open Access 页面
TOXICOLOGY,3-Q2,NEUROTOXICOLOGY AND TERATOLOGY,NEUROTOXICOL TERATOL,3.7,Q2,Q2,36.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TOXICOLOGY,3-Q2,Mycotoxin Research,MYCOTOXIN RES,3.5,Q2,Q2,35.0,0,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
TOXICOLOGY,3-Q2,ENVIRONMENTAL AND MOLECULAR MUTAGENESIS,ENVIRON MOL MUTAGEN,2.7,Q2,Q3,32.0,0,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
TOXICOLOGY,3-Q2,Nanotoxicology,NANOTOXICOLOGY,3.6,Q2,Q3,22.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
TOXICOLOGY,3-Q2,Journal of Venomous Animals and Toxins including Tropical Diseases,J VENOM ANIM TOXINS,2.5,Q2,Q3,18.0,0,其他,请查期刊官网 Author / Open Access 页面
TOXICOLOGY,3-Q2,MUTAGENESIS,MUTAGENESIS,3.1,Q2,Q1,17.0,0,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
TOXICOLOGY,3-Q2,Toxicon-X,TOXICON-X,3.2,Q2,Q2,14.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TOXICOLOGY,3-Q2,FOOD AND AGRICULTURAL IMMUNOLOGY,FOOD AGR IMMUNOL,3.7,Q2,Q3,10.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
TOXICOLOGY,4-Q3,TOXICON,TOXICON,2.8,Q3,Q2,323.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TOXICOLOGY,4-Q3,Toxicology Research,TOXICOL RES-UK,2.9,Q3,Q3,177.0,2,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
TOXICOLOGY,4-Q3,ECOTOXICOLOGY,ECOTOXICOLOGY,2.7,Q3,Q3,147.0,2,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
TOXICOLOGY,4-Q3,Food Additives and Contaminants Part A-Chemistry Analysis Control Exposure & Risk Assessment,FOOD ADDIT CONTAM A,2.5,Q3,Q4,120.0,2,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
TOXICOLOGY,4-Q3,TOXICOLOGY IN VITRO,TOXICOL IN VITRO,2.7,Q3,Q2,119.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TOXICOLOGY,4-Q3,DRUG AND CHEMICAL TOXICOLOGY,DRUG CHEM TOXICOL,2.2,Q3,Q3,100.0,2,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
TOXICOLOGY,4-Q3,JOURNAL OF ANALYTICAL TOXICOLOGY,J ANAL TOXICOL,2.7,Q3,Q3,99.0,1,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
TOXICOLOGY,4-Q3,TOXICOLOGY MECHANISMS AND METHODS,TOXICOL MECH METHOD,2.9,Q3,Q2,85.0,1,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
TOXICOLOGY,4-Q3,Toxicologie Analytique et Clinique,TOXICOL ANAL CLIN,2.2,Q3,Q4,50.0,1,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TOXICOLOGY,4-Q3,INDUSTRIAL HEALTH,IND HEALTH,1.6,Q3,Q3,50.0,1,其他,请查期刊官网 Author / Open Access 页面
TOXICOLOGY,4-Q3,Cutaneous and Ocular Toxicology,CUTAN OCUL TOXICOL,1.6,Q3,Q3,48.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
TOXICOLOGY,4-Q3,JOURNAL OF PHARMACOLOGICAL AND TOXICOLOGICAL METHODS,J PHARMACOL TOX MET,2.1,Q3,Q3,44.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TOXICOLOGY,4-Q3,BIOMARKERS,BIOMARKERS,2.2,Q3,Q3,42.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
TOXICOLOGY,4-Q3,Food Additives & Contaminants Part B-Surveillance,FOOD ADDIT CONTAM B,2.6,Q3,Q3,37.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
TOXICOLOGY,4-Q3,Journal of Toxicology,J TOXICOL-US,2.8,Q3,Q3,36.0,0,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
TOXICOLOGY,4-Q3,TOXICOLOGY AND INDUSTRIAL HEALTH,TOXICOL IND HEALTH,1.6,Q3,Q3,34.0,0,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
TOXICOLOGY,4-Q3,MUTATION RESEARCH-FUNDAMENTAL AND MOLECULAR MECHANISMS OF MUTAGENESIS,MUTAT RES-FUND MOL M,2.4,Q3,Q3,28.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TOXICOLOGY,4-Q3,Arhiv za Higijenu Rada i Toksikologiju-Archives of Industrial Hygiene and Toxicology,ARH HIG RADA TOKSIKO,1.7,Q3,Q4,24.0,0,De Gruyter,因刊而异
TOXICOLOGY,4-Q3,Genes and Environment,GENES ENVIRON,2.0,Q3,Q3,21.0,0,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
TOXICOLOGY,4-Q3,Toxin Reviews,TOXIN REV,2.7,Q3,Q3,15.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
TOXICOLOGY,4-Q3,World Mycotoxin Journal,WORLD MYCOTOXIN J,2.2,Q3,Q4,15.0,0,其他,请查期刊官网 Author / Open Access 页面
TOXICOLOGY,4-Q3,Journal of Immunotoxicology,J IMMUNOTOXICOL,2.5,Q3,Q2,13.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
TOXICOLOGY,4-Q3,Current Opinion in Toxicology,CURR OPIN TOXICOL,2.4,Q3,Q1,9.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TRANSPLANTATION,2补-Q1且IF5到10,AMERICAN JOURNAL OF TRANSPLANTATION,AM J TRANSPLANT,8.1,Q1,Q1,223.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TRANSPLANTATION,2-Q1且IF小于5,Transplantation and Cellular Therapy,TRANSPL CELL THER,4.7,Q1,Q1,195.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TRANSPLANTATION,2补-Q1且IF5到10,JOURNAL OF HEART AND LUNG TRANSPLANTATION,J HEART LUNG TRANSPL,6.7,Q1,Q1,191.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TRANSPLANTATION,2-Q1且IF小于5,TRANSPLANTATION,TRANSPLANTATION,4.9,Q1,Q1,168.0,2,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
TRANSPLANTATION,2补-Q1且IF5到10,NEPHROLOGY DIALYSIS TRANSPLANTATION,NEPHROL DIAL TRANSPL,8.3,Q1,Q1,138.0,2,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
TRANSPLANTATION,2补-Q1且IF5到10,BONE MARROW TRANSPLANTATION,BONE MARROW TRANSPL,5.1,Q1,Q1,131.0,2,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
TRANSPLANTATION,2-Q1且IF小于5,LIVER TRANSPLANTATION,LIVER TRANSPLANT,3.8,Q1,Q1,116.0,2,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
TRANSPLANTATION,2-Q1且IF小于5,TRANSPLANT INTERNATIONAL,TRANSPL INT,3.6,Q1,Q1,112.0,3,Frontiers,"约 CHF 1,495-3,150（Frontiers in Medicine A类=CHF 3,150）"
TRANSPLANTATION,2-Q1且IF小于5,XENOTRANSPLANTATION,XENOTRANSPLANTATION,3.8,Q1,Q2,51.0,1,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
TRANSPLANTATION,3-Q2,CLINICAL TRANSPLANTATION,CLIN TRANSPLANT,1.8,Q2,Q2,284.0,3,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
TRANSPLANTATION,3-Q2,ASAIO JOURNAL,ASAIO J,2.2,Q2,Q2,174.0,2,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
TRANSPLANTATION,3-Q2,ARTIFICIAL ORGANS,ARTIF ORGANS,2.2,Q2,Q3,142.0,2,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
TRANSPLANTATION,3-Q2,Transplantation Direct,TRANSPLANT DIRECT,2.2,Q2,Q2,135.0,2,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
TRANSPLANTATION,3-Q2,Transplant Infectious Disease,TRANSPL INFECT DIS,2.5,Q2,Q2,111.0,2,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
TRANSPLANTATION,3-Q2,CELL TRANSPLANTATION,CELL TRANSPLANT,3.7,Q2,Q2,59.0,1,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
TRANSPLANTATION,3-Q2,Transplantation Reviews,TRANSPLANT REV-ORLAN,3.2,Q2,Q3,6.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TRANSPLANTATION,3-Q2,Current Opinion in Organ Transplantation,CURR OPIN ORGAN TRAN,2.5,Q2,Q3,0.0,0,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
TRANSPLANTATION,4-Q3,PEDIATRIC TRANSPLANTATION,PEDIATR TRANSPLANT,1.4,Q3,Q3,200.0,3,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
TRANSPLANTATION,4-Q3,Transplant Immunology,TRANSPL IMMUNOL,1.6,Q3,Q3,111.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TRANSPLANTATION,4-Q3,INTERNATIONAL JOURNAL OF ARTIFICIAL ORGANS,INT J ARTIF ORGANS,1.6,Q3,Q4,77.0,1,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
TRANSPLANTATION,4-Q3,Frontiers in Transplantation,FRONT TRANSPLANT,2.1,Q3,Q4,49.0,0,Frontiers,"约 CHF 1,495-3,150（Frontiers in Medicine A类=CHF 3,150）"
TRANSPLANTATION,4-Q3,Annals of Transplantation,ANN TRANSPL,1.3,Q3,Q3,45.0,0,其他,请查期刊官网 Author / Open Access 页面
TRANSPLANTATION,4-Q3,STEM CELLS AND DEVELOPMENT,STEM CELLS DEV,1.9,Q3,Q2,38.0,0,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
TRANSPLANTATION,4-Q3,Progress in Transplantation,PROG TRANSPLANT,1.1,Q3,Q3,21.0,0,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
TRANSPLANTATION,4-Q3,Current Transplantation Reports,CURR TRANSPLANT REP,1.5,Q3,Q2,1.0,0,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
TROPICAL MEDICINE,2-Q1且IF小于5,PLoS Neglected Tropical Diseases,PLOS NEGLECT TROP D,3.6,Q1,Q1,819.0,5,PLOS,专科刊费用因刊而异或走CAP；PLoS One已拉黑
TROPICAL MEDICINE,2-Q1且IF小于5,Parasites & Vectors,PARASITE VECTOR,3.7,Q1,Q1,520.0,5,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
TROPICAL MEDICINE,2-Q1且IF小于5,MALARIA JOURNAL,MALARIA J,3.7,Q1,Q1,453.0,4,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
TROPICAL MEDICINE,2-Q1且IF小于5,Tropical Medicine and Health,TROP MED HEALTH,3.9,Q1,Q1,179.0,3,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
TROPICAL MEDICINE,2补-Q1且IF5到10,Infectious Diseases of Poverty,INFECT DIS POVERTY,7.4,Q1,Q1,106.0,3,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
TROPICAL MEDICINE,2-Q1且IF小于5,Pathogens and Global Health,PATHOG GLOB HEALTH,3.4,Q1,Q2,28.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
TROPICAL MEDICINE,3-Q2,ACTA TROPICA,ACTA TROP,2.6,Q2,Q1,385.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TROPICAL MEDICINE,3-Q2,Tropical Medicine and Infectious Disease,TROP MED INFECT DIS,3.1,Q2,Q2,283.0,4,MDPI,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）"
TROPICAL MEDICINE,3-Q2,TROPICAL MEDICINE & INTERNATIONAL HEALTH,TROP MED INT HEALTH,2.6,Q2,Q2,100.0,2,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
TROPICAL MEDICINE,3-Q2,Journal of Tropical Medicine,J TROP MED-US,2.6,Q2,Q2,58.0,1,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
TROPICAL MEDICINE,3-Q2,Revista da Sociedade Brasileira de Medicina Tropical,REV SOC BRAS MED TRO,2.4,Q2,Q3,50.0,1,其他,请查期刊官网 Author / Open Access 页面
TROPICAL MEDICINE,3-Q2,Tropical Diseases Travel Medicine and Vaccines,TROP DIS TRAVEL MED,3.1,Q2,Q2,30.0,0,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
TROPICAL MEDICINE,3-Q2,Journal of Venomous Animals and Toxins including Tropical Diseases,J VENOM ANIM TOXINS,2.5,Q2,Q3,18.0,0,其他,请查期刊官网 Author / Open Access 页面
TROPICAL MEDICINE,3-Q2,Current Tropical Medicine Reports,CURR TROP MED REP,2.4,Q2,Q3,0.0,0,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
TROPICAL MEDICINE,4-Q3,AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE,AM J TROP MED HYG,1.9,Q3,Q3,412.0,3,其他,请查期刊官网 Author / Open Access 页面
TROPICAL MEDICINE,4-Q3,TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE,T ROY SOC TROP MED H,1.6,Q3,Q3,126.0,2,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
TROPICAL MEDICINE,4-Q3,MEMORIAS DO INSTITUTO OSWALDO CRUZ,MEM I OSWALDO CRUZ,1.9,Q3,Q2,75.0,1,其他,请查期刊官网 Author / Open Access 页面
TROPICAL MEDICINE,4-Q3,JOURNAL OF VECTOR BORNE DISEASES,J VECTOR DIS,1.4,Q3,Q4,57.0,1,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
TROPICAL MEDICINE,4-Q3,LEPROSY REVIEW,LEPROSY REV,1.3,Q3,Q4,51.0,1,其他,请查期刊官网 Author / Open Access 页面
TROPICAL MEDICINE,4-Q3,JOURNAL OF TROPICAL PEDIATRICS,J TROP PEDIATRICS,1.1,Q3,Q3,50.0,1,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
TROPICAL MEDICINE,4-Q3,Asian Pacific Journal of Tropical Biomedicine,ASIAN PAC J TROP BIO,1.9,Q3,Q2,44.0,0,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
TROPICAL MEDICINE,4-Q3,Asian Pacific Journal of Tropical Medicine,ASIAN PAC J TROP MED,1.8,Q3,Q4,39.0,0,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
UROLOGY & NEPHROLOGY,1-Q1且IF大于10,KIDNEY INTERNATIONAL,KIDNEY INT,21.8,Q1,Q1,107.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
UROLOGY & NEPHROLOGY,1-Q1且IF大于10,EUROPEAN UROLOGY,EUR UROL,29.1,Q1,Q1,67.0,1,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
UROLOGY & NEPHROLOGY,1-Q1且IF大于10,Nature Reviews Nephrology,NAT REV NEPHROL,46.7,Q1,Q1,1.0,0,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
UROLOGY & NEPHROLOGY,1-Q1且IF大于10,Nature Reviews Urology,NAT REV UROL,13.6,Q1,Q1,1.0,0,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
UROLOGY & NEPHROLOGY,2-Q1且IF小于5,WORLD JOURNAL OF UROLOGY,WORLD J UROL,3.3,Q1,Q1,543.0,4,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
UROLOGY & NEPHROLOGY,2-Q1且IF小于5,RENAL FAILURE,RENAL FAILURE,3.8,Q1,Q1,519.0,4,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
UROLOGY & NEPHROLOGY,2-Q1且IF小于5,PEDIATRIC NEPHROLOGY,PEDIATR NEPHROL,2.5,Q1,Q1,309.0,3,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
UROLOGY & NEPHROLOGY,2补-Q1且IF5到10,Kidney International Reports,KIDNEY INT REP,6.2,Q1,Q1,301.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
UROLOGY & NEPHROLOGY,2补-Q1且IF5到10,Clinical Kidney Journal,CLIN KIDNEY J,5.3,Q1,Q1,300.0,3,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
UROLOGY & NEPHROLOGY,2-Q1且IF小于5,BJU INTERNATIONAL,BJU INT,4.1,Q1,Q1,193.0,2,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
UROLOGY & NEPHROLOGY,2-Q1且IF小于5,Journal of Sexual Medicine,J SEX MED,3.6,Q1,Q1,191.0,2,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
UROLOGY & NEPHROLOGY,2-Q1且IF小于5,Kidney Medicine,KIDNEY MED,4.1,Q1,Q1,175.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
UROLOGY & NEPHROLOGY,2-Q1且IF小于5,Kidney360,KIDNEY360,3.6,Q1,Q1,168.0,2,其他,请查期刊官网 Author / Open Access 页面
UROLOGY & NEPHROLOGY,2补-Q1且IF5到10,Clinical Journal of the American Society of Nephrology,CLIN J AM SOC NEPHRO,7.0,Q1,Q1,155.0,2,其他,请查期刊官网 Author / Open Access 页面
UROLOGY & NEPHROLOGY,2补-Q1且IF5到10,JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,J AM SOC NEPHROL,9.7,Q1,Q1,145.0,2,其他,请查期刊官网 Author / Open Access 页面
UROLOGY & NEPHROLOGY,2补-Q1且IF5到10,European Urology Oncology,EUR UROL ONCOL,8.5,Q1,Q1,144.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
UROLOGY & NEPHROLOGY,2补-Q1且IF5到10,NEPHROLOGY DIALYSIS TRANSPLANTATION,NEPHROL DIAL TRANSPL,8.3,Q1,Q1,138.0,2,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
UROLOGY & NEPHROLOGY,2补-Q1且IF5到10,AMERICAN JOURNAL OF KIDNEY DISEASES,AM J KIDNEY DIS,9.4,Q1,Q1,119.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
UROLOGY & NEPHROLOGY,2-Q1且IF小于5,European Urology Open Science,EUR UROL OPEN SCI,4.3,Q1,Q1,119.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
UROLOGY & NEPHROLOGY,2-Q1且IF小于5,AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY,AM J PHYSIOL-RENAL,3.6,Q1,Q1,117.0,2,其他,请查期刊官网 Author / Open Access 页面
UROLOGY & NEPHROLOGY,2补-Q1且IF5到10,JOURNAL OF UROLOGY,J UROLOGY,9.7,Q1,Q1,104.0,2,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
UROLOGY & NEPHROLOGY,2-Q1且IF小于5,AMERICAN JOURNAL OF NEPHROLOGY,AM J NEPHROL,3.8,Q1,Q1,84.0,1,Karger,"因刊而异，常见 USD 2,500-3,800"
UROLOGY & NEPHROLOGY,2-Q1且IF小于5,JOURNAL OF RENAL NUTRITION,J RENAL NUTR,4.0,Q1,Q1,76.0,1,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
UROLOGY & NEPHROLOGY,2补-Q1且IF5到10,European Urology Focus,EUR UROL FOCUS,6.3,Q1,Q1,74.0,1,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
UROLOGY & NEPHROLOGY,2-Q1且IF小于5,Kidney Research and Clinical Practice,KIDNEY RES CLIN PRAC,3.5,Q1,Q1,71.0,1,其他,请查期刊官网 Author / Open Access 页面
UROLOGY & NEPHROLOGY,2补-Q1且IF5到10,PROSTATE CANCER AND PROSTATIC DISEASES,PROSTATE CANCER P D,6.9,Q1,Q1,65.0,1,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
UROLOGY & NEPHROLOGY,2-Q1且IF小于5,World Journal of Mens Health,WORLD J MENS HEALTH,4.3,Q1,Q1,63.0,1,其他,请查期刊官网 Author / Open Access 页面
UROLOGY & NEPHROLOGY,2补-Q1且IF5到10,Minerva Urology and Nephrology,MINERVA UROL NEPHROL,5.1,Q1,Q1,56.0,1,其他,请查期刊官网 Author / Open Access 页面
UROLOGY & NEPHROLOGY,2-Q1且IF小于5,Kidney Diseases,KIDNEY DIS-BASEL,3.7,Q1,Q2,50.0,1,Karger,"因刊而异，常见 USD 2,500-3,800"
UROLOGY & NEPHROLOGY,2-Q1且IF小于5,International Braz J Urol,INT BRAZ J UROL,4.3,Q1,Q1,45.0,0,其他,请查期刊官网 Author / Open Access 页面
UROLOGY & NEPHROLOGY,2-Q1且IF小于5,Prostate International,PROSTATE INT,4.0,Q1,Q1,34.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
UROLOGY & NEPHROLOGY,2-Q1且IF小于5,Therapeutic Advances in Urology,THER ADV UROL,3.5,Q1,Q2,30.0,0,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
UROLOGY & NEPHROLOGY,2补-Q1且IF5到10,Integrative Medicine in Nephrology and Andrology,INTEGR MED NEPHROL A,7.4,Q1,Q1,16.0,0,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
UROLOGY & NEPHROLOGY,2补-Q1且IF5到10,Kidney International Supplements,KIDNEY INT SUPPL,8.3,Q1,Q1,0.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
UROLOGY & NEPHROLOGY,3-Q2,BMC Nephrology,BMC NEPHROL,2.9,Q2,Q2,730.0,5,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
UROLOGY & NEPHROLOGY,3-Q2,INTERNATIONAL UROLOGY AND NEPHROLOGY,INT UROL NEPHROL,2.2,Q2,Q2,370.0,3,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
UROLOGY & NEPHROLOGY,3-Q2,BMC Urology,BMC UROL,2.3,Q2,Q2,320.0,4,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
UROLOGY & NEPHROLOGY,3-Q2,UROLOGY,UROLOGY,2.3,Q2,Q2,314.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
UROLOGY & NEPHROLOGY,3-Q2,UROLOGIC ONCOLOGY-SEMINARS AND ORIGINAL INVESTIGATIONS,UROL ONCOL-SEMIN ORI,2.8,Q2,Q2,270.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
UROLOGY & NEPHROLOGY,3-Q2,Journal of Pediatric Urology,J PEDIATR UROL,2.2,Q2,Q2,202.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
UROLOGY & NEPHROLOGY,3-Q2,JOURNAL OF ENDOUROLOGY,J ENDOUROL,3.2,Q2,Q1,187.0,2,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
UROLOGY & NEPHROLOGY,3-Q2,INTERNATIONAL JOURNAL OF UROLOGY,INT J UROL,2.9,Q2,Q2,184.0,2,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
UROLOGY & NEPHROLOGY,3-Q2,JOURNAL OF NEPHROLOGY,J NEPHROL,2.6,Q2,Q2,174.0,2,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
UROLOGY & NEPHROLOGY,3-Q2,PROSTATE,PROSTATE,2.7,Q2,Q2,155.0,2,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
UROLOGY & NEPHROLOGY,3-Q2,Clinical Genitourinary Cancer,CLIN GENITOURIN CANC,2.4,Q2,Q2,155.0,2,其他,请查期刊官网 Author / Open Access 页面
UROLOGY & NEPHROLOGY,3-Q2,Urolithiasis,UROLITHIASIS,2.6,Q2,Q2,150.0,2,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
UROLOGY & NEPHROLOGY,3-Q2,Clinical and Experimental Nephrology,CLIN EXP NEPHROL,2.4,Q2,Q2,147.0,2,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
UROLOGY & NEPHROLOGY,3-Q2,Sexual Medicine,SEX MED-UK,2.4,Q2,Q1,99.0,1,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
UROLOGY & NEPHROLOGY,3-Q2,BLOOD PURIFICATION,BLOOD PURIFICAT,2.2,Q2,Q2,67.0,1,Karger,"因刊而异，常见 USD 2,500-3,800"
